,sample,date,time,n_iter,df,cnc_uranine,cnc_SrB,area1,area2,area3,area4
162,3_4_1_CorrectionData.txt,2024-11-22 15:15:00,93.25,15,1,0.2492669343621564,0.14123979458668307,10090.553291673054,9064.598129821083,4284.979178229509,2509.9855545834125
163,3_1_2_CorrectionData.txt,2024-11-22 16:00:00,94.0,15,1,0.2175656314718025,0.1317084326275648,8807.25558093124,9282.28013785923,496.9060592157484,2340.6028327881745
164,3_2_2_CorrectionData.txt,2024-11-22 16:45:00,94.75,15,1,0.24189862437789905,0.14981076817362304,9792.277370095373,8374.890401779901,4388.279677110386,2662.3011250987192
165,3_3_2_CorrectionData.txt,2024-11-22 17:30:00,95.5,15,1,0.2620432213655777,0.14247103628657365,10607.749064981786,8588.490922799212,3686.4791904858857,2531.866065596401
166,3_4_2_CorrectionData.txt,2024-11-22 18:15:00,96.25,15,1,0.24742730260234158,0.15347969808148837,10016.083316917011,8916.718417306029,4036.961725693163,2727.5020204729276
167,3_1_3_CorrectionData.txt,2024-11-22 19:00:00,97.0,15,1,0.22873788944759102,0.054546656948022,9259.518793384535,8948.849643999656,1432.7361829955453,969.3537249257722
168,3_2_3_CorrectionData.txt,2024-11-22 19:45:00,97.75,15,1,0.2821965307979862,0.15825624401126928,11423.573447592593,9397.172806527187,4545.893689486695,2812.3864634136617
169,3_3_3_CorrectionData.txt,2024-11-22 20:30:00,98.5,15,1,0.17210893702438954,0.08873198467757629,6967.127049810042,6074.009557935584,1919.2504954110464,1576.864370427456
170,3_4_3_CorrectionData.txt,2024-11-22 21:15:00,99.25,15,1,0.2737917315791923,0.1655149003962891,11083.339494621383,9675.224132924024,4109.413159592101,2941.380722612352
171,3_1_4_CorrectionData.txt,2024-11-22 22:00:00,100.0,15,1,0.24483902102239416,0.10002564422396786,9911.307313300062,9596.252784845634,3704.850159792979,1777.5650469101631
172,3_3_4_CorrectionData.txt,2024-11-22 23:30:00,101.5,15,1,0.23396399853240418,0.06237781554085726,9471.076464935897,7090.175992184682,2324.565489057229,1108.5219742225718
173,3_4_4_CorrectionData.txt,2024-11-23 00:15:00,102.25,15,1,0.28880852360939346,0.12263362445014721,11691.232958864672,8628.262971117338,3645.9519921589726,2179.333570802989
174,3_1_5_CorrectionData.txt,2024-11-23 01:00:00,103.0,15,1,0.18029750116657237,0.1442643451232433,7298.607609276991,7869.594852536128,3557.267755528942,2563.7351240874555
175,3_3_5_CorrectionData.txt,2024-11-23 02:30:00,104.5,15,1,0.1946648810934606,0.11797758953007131,7880.212278123071,7171.242345161431,2781.513844408435,2096.590740248573
176,3_4_5_CorrectionData.txt,2024-11-23 03:15:00,105.25,15,1,0.19744979603552684,0.15991412335386115,7992.948179928915,7814.339725178715,2737.2794400609428,2841.8487917420557
177,3_1_6_CorrectionData.txt,2024-11-23 04:00:00,106.0,15,1,0.16865321078753331,0.09560429545724537,6827.236093780679,5990.007110677607,1980.3583386957807,1698.9928458621239
178,3_3_6_CorrectionData.txt,2024-11-23 05:30:00,107.5,15,1,0.18713445882297278,0.10434527535029287,7575.3739030550005,6653.109336873095,2469.380435654767,1854.3296142895815
179,3_4_6_CorrectionData.txt,2024-11-23 06:15:00,108.25,15,1,0.185870285652525,0.12337842089082075,7524.199017870377,6807.60337571037,2512.450239632707,2192.569417772792
180,3_1_7_CorrectionData.txt,2024-11-23 07:00:00,109.0,15,1,0.16738642341824073,0.11796227110647826,6775.955383437872,6177.636863894759,1944.9044777090287,2096.3185151150683
181,3_3_7_CorrectionData.txt,2024-11-23 08:30:00,110.5,15,1,0.24467666326693438,0.138054104235279,9904.734922990952,8941.400388039388,4162.323007900361,2453.372354409912
182,3_4_7_CorrectionData.txt,2024-11-23 09:15:00,111.25,15,1,0.2699303278251084,0.1453577602514287,10927.026341972583,9495.185934791294,4618.649796201138,2583.1663062478347
183,3_1_8_CorrectionData.txt,2024-11-23 10:00:00,112.0,15,1,0.1864545383128445,0.09493477468782903,7547.8500994702745,6830.2221843831585,2553.5482658563774,1687.0947298626897
